m1,m2,dm1,dm2,v1,v2,a1,a2
0.05,0.78,0.0785094455006,-0.269199037358,-1.90769230787e-12,-5.87127320992e-12,3.99893408841e-12,-1.29933244926e-12
0.06,0.78,0.0694643605287,-0.266260111097,-3.24035128357e-11,-9.97277580011e-11,6.38323378337e-11,-2.07403838188e-11
0.07,0.78,0.0604192755569,-0.263321184835,-4.50626743481e-10,-1.38688650982e-09,8.30786800808e-10,-2.69938994953e-10
0.08,0.78,0.051374190585,-0.260382258574,-5.13077442462e-09,-1.57908999796e-08,8.81123289998e-09,-2.8629431173e-09
0.09,0.78,0.0423291056131,-0.257443332312,-4.78288423194e-08,-1.47202040609e-07,7.60973556881e-08,-2.47255296943e-08
0.1,0.78,0.0332840206412,-0.254504406051,-3.65037172903e-07,-1.1234688975e-06,5.3468444608e-07,-1.73729507801e-07
0.11,0.78,0.0242389356694,-0.251565479789,-2.28097537062e-06,-7.02012034686e-06,3.05295910591e-06,-9.91966545303e-07
0.12,0.78,0.0151938506975,-0.248626553528,-1.16687049901e-05,-3.5912581248e-05,1.41442140665e-05,-4.59573373794e-06
0.13,0.78,0.00614876572561,-0.245687627266,-4.88632011361e-05,-0.00015038546971,5.30583161294e-05,-1.72396919594e-05
0.14,0.78,-0.00289631924626,-0.242748701005,-0.000167431254725,-0.000515300416274,0.000160660189918,-5.2201660105e-05
0.15,0.78,-0.0119414042181,-0.239809774744,-0.000469113644227,-0.0014437833399,0.000390895506348,-0.000127009649181
0.16,0.78,-0.02098648919,-0.236870848482,-0.00107383767336,-0.00330493252891,0.000759169777128,-0.000246669213374
0.17,0.78,-0.0300315741619,-0.233931922221,-0.00200782697046,-0.00617945601247,0.00116589230903,-0.000378821374889
0.18,0.78,-0.0390766591338,-0.230992995959,-0.00307071189177,-0.00945067943671,0.00139526561842,-0.000453349280902
0.19,0.78,-0.0481217441056,-0.228054069698,-0.00385248128715,-0.0118567182347,0.00126393517625,-0.000410677433525
0.2,0.78,-0.0571668290775,-0.225115143436,-0.0039757357728,-0.0122360565361,0.000802256797367,-0.000260669034901
0.21,0.78,-0.0662119140494,-0.222176217175,-0.0033765478228,-0.0103919456467,0.000254906104014,-8.28240138842e-05
0.22,0.78,-0.0752569990213,-0.219237290913,-0.00235482904631,-0.00724741858868,-0.000119630104696,3.8870177278e-05
0.23,0.78,-0.0843020839944,-0.216298364651,-0.00134440451121,-0.00413765163132,-0.00023809024746,7.73602108759e-05
0.24,0.78,-0.0933471690147,-0.213359438354,-0.000627093904631,-0.00192999658417,-0.000190255477898,6.18177520097e-05
0.25,0.78,-0.102392255898,-0.21042051055,-0.000238930686066,-0.000735353000694,-0.000102665514602,3.33580469137e-05
0.26,0.78,-0.111437415994,-0.207481516786,-7.44176342888e-05,-0.000229033420798,-4.13747838145e-05,1.34434744057e-05
0.27,0.78,-0.120485437185,-0.204539637977,-1.8964543845e-05,-5.83613718999e-05,-1.29374555847e-05,4.20359510505e-06
0.28,0.78,-0.129644212676,-0.201471887561,-3.9754939299e-06,-1.21866086305e-05,-3.19777972441e-06,1.03907683331e-06
0.29,0.78,-0.142716681658,-0.193345493556,-8.25633668994e-07,-2.18745378792e-06,-6.34417169761e-07,2.09449207403e-07
0.3,0.78,-0.184648051032,-0.141149622204,-9.88292338374e-07,-9.39964337813e-07,-1.35373409532e-07,8.10059306453e-08
0.31,0.78,-0.198070856876,-0.121768373925,-4.36092042933e-06,-3.19379355907e-06,-2.64324657524e-07,3.50323388291e-07
0.32,0.78,-0.201789472938,-0.116562563995,-1.73327763163e-05,-1.25953791172e-05,-1.32270265221e-06,1.81914570193e-06
0.33,0.78,-0.205249795452,-0.111796345626,-5.65322149505e-05,-4.10732409508e-05,-5.35179222605e-06,7.36599247439e-06
0.34,0.78,-0.208704818052,-0.107040799415,-0.000150947327312,-0.000109669664249,-1.7070998711e-05,2.34962059566e-05
0.35,0.78,-0.212159735149,-0.102285510482,-0.000329912576355,-0.000239695517835,-4.3389636487e-05,5.97207107502e-05
0.36,0.78,-0.215614650215,-0.0975302277478,-0.000590227357857,-0.0004288252767,-8.85015238245e-05,0.000121811897306
0.37,0.78,-0.219069565244,-0.0927749451626,-0.000864499120198,-0.000628095376248,-0.000145556594018,0.00020034146441
0.38,0.78,-0.222524480272,-0.088019662581,-0.00103697536399,-0.000753406702436,-0.000193704123619,0.00026661085367
0.39,0.78,-0.2259793953,-0.0832643799996,-0.00101890533735,-0.000740278059598,-0.000209103259996,0.00028780594657
0.4,0.78,-0.229434310328,-0.0785090974181,-0.000820067145228,-0.000595813656828,-0.000183407734175,0.000252439089393
0.41,0.78,-0.232889225356,-0.0737538148366,-0.0005405044249,-0.000392699451265,-0.000130843078121,0.000180090047145
0.42,0.78,-0.236344140384,-0.0689985322551,-0.000291644980824,-0.000211892481648,-7.5974124724e-05,0.000104569411694
0.43,0.78,-0.239799055412,-0.0642432496736,-0.000128810538418,-9.35863342157e-05,-3.59289039275e-05,4.94518937882e-05
0.44,0.78,-0.243253970441,-0.0594879670921,-4.65689362623e-05,-3.38343126785e-05,-1.38474831777e-05,1.90594254898e-05
0.45,0.78,-0.246708885467,-0.0547326844994,-1.37824131281e-05,-1.0013509275e-05,-4.35222037492e-06,5.99031743843e-06
0.46,0.78,-0.250163800334,-0.0499774008079,-3.33940840162e-06,-2.4262221956e-06,-1.11605343768e-06,1.536115786e-06
0.47,0.78,-0.25361869558,-0.0452220081354,-6.62439820135e-07,-4.81290158682e-07,-2.3359797661e-07,3.21520278779e-07
0.48,0.78,-0.257071250459,-0.0404558241104,-1.0759980566e-07,-7.81667484119e-08,-3.99212747383e-08,5.4951056768e-08
0.49,0.78,-0.260252436338,-0.0346330855564,-1.44773248663e-08,-1.03938796218e-08,-5.57196040124e-09,7.72582155559e-09
0.5,0.78,-0.247883140702,0.0228114403178,-3.48016008794e-09,-1.13155151268e-09,-6.35301011473e-10,1.51027672563e-09
0.51,0.78,-0.23210602545,0.0756565727715,-1.77999227725e-08,-1.00858398291e-10,-5.91841034708e-11,5.9221584545e-09
0.52,0.78,-0.23176643458,0.0766369465813,-1.32829737078e-07,-7.36022187638e-12,-4.5056733677e-12,4.39309369225e-08
0.53,0.78,-0.23176278474,0.0766461082227,-8.17800639635e-07,-4.39755064239e-13,-2.80355697855e-13,2.70454809246e-07
0.54,0.78,-0.23176274619,0.0766461928243,-4.12259543103e-06,-2.15115595022e-14,-1.42597641461e-14,1.36338240557e-06
0.55,0.78,-0.231762745785,0.0766461936035,-1.70147842878e-05,-8.61537223738e-16,-5.92952949691e-16,5.62695461028e-06
0.56,0.78,-0.231762745781,0.0766461936106,-5.74906874201e-05,-2.8249925072e-17,-2.01594701455e-17,1.90127293494e-05
0.57,0.78,-0.231762745781,0.0766461936107,-0.000159020303983,-7.58405803768e-19,-5.60441389748e-19,5.25895607856e-05
0.58,0.78,-0.231762745781,0.0766461936107,-0.000360044093251,-1.66680026263e-20,-1.27406073539e-20,0.000119070082582
0.59,0.78,-0.231762745781,0.0766461936107,-0.00066726821429,-1.68145572938e-22,-1.92967674127e-22,0.000220672086751
0.6,0.78,-0.231762745781,0.0766461936107,-0.00101239641044,8.50714854688e-21,2.61649107403e-21,0.000334809337125
0.61,0.78,-0.231762745781,0.0766461936107,-0.00125786786133,4.49912697319e-19,1.27084935831e-19,0.000415989132813
0.62,0.78,-0.231762745781,0.0766461936107,-0.00128017582747,1.94709936944e-17,5.00607674066e-18,0.000423366594131
0.63,0.78,-0.231762745781,0.0766461936108,-0.00106724895785,6.89904590317e-16,1.59880435617e-16,0.000352949607922
0.64,0.78,-0.231762745778,0.0766461936153,-0.000728652601102,2.00138691747e-14,4.1304886059e-15,0.000240972500347
0.65,0.78,-0.231762745644,0.0766461937964,-0.000407286537798,4.75350748659e-13,8.60479004324e-14,0.000134693618265
0.66,0.78,-0.231762740256,0.0766462011017,-0.00018634881146,9.24354184315e-12,1.4388340016e-12,6.16273617142e-05
0.67,0.78,-0.231762523313,0.0766464949973,-6.97907473919e-05,1.47164732099e-10,1.9175092498e-11,2.3080438189e-05
0.68,0.78,-0.231753815491,0.0766582804538,-2.13992000648e-05,1.91827195667e-09,2.01294414416e-10,7.0763274333e-06
0.69,0.78,-0.231407684601,0.0771262466356,-5.39852183601e-06,2.04718781746e-08,1.62902468634e-09,1.77826737609e-06
0.7,0.78,-0.220598756153,0.0917220450167,-1.34974441264e-06,1.78873530956e-07,9.69714029261e-09,3.78300400495e-07
0.71,0.78,-0.187356816491,0.136529248258,-1.94687700409e-06,1.27959953918e-06,3.69174238875e-08,1.12211821472e-07
0.72,0.78,-0.187114221793,0.136760388245,-1.03406861328e-05,7.49436829517e-06,2.61497737458e-08,4.44493506336e-08
0.73,0.78,-0.190481532462,0.132123059926,-4.9461352687e-05,3.59336808909e-05,-7.85950471272e-07,-1.08081426122e-06
0.74,0.78,-0.19393454205,0.127370338146,-0.000194100637783,0.000141022174598,-6.66100721701e-06,-9.16800184396e-06
0.75,0.78,-0.197389415992,0.122615110661,-0.000623194597954,0.000452777364012,-3.28694926099e-05,-4.52409687063e-05
0.76,0.78,-0.200844330141,0.117859829255,-0.00163562727721,0.00118835277595,-0.000116407201744,-0.000160220767481
0.77,0.78,-0.20429924515,0.113104546698,-0.00350656365133,0.00254766761981,-0.000314173986198,-0.000432423394464
0.78,0.78,-0.207754160178,0.108349264117,-0.00614201891635,0.00446243795054,-0.00066347431973,-0.000913194058373
0.79,0.78,-0.211209075206,0.103593981536,-0.00880693255934,0.00639861104563,-0.00111362254073,-0.00153276993129
0.8,0.78,-0.214663990234,0.0988386989544,-0.0103697737045,0.00753408160209,-0.00150231696876,-0.00206776191462
0.81,0.78,-0.218118905263,0.0940834163729,-0.010048293305,0.00730051241999,-0.00164089461738,-0.00225849768475
0.82,0.78,-0.221573820291,0.0893281337915,-0.00800923130938,0.00581904716289,-0.00145549391095,-0.00200331550438
0.83,0.78,-0.225028735319,0.08457285121,-0.00523694543884,0.00380486357816,-0.00104819167602,-0.00144271207206
0.84,0.78,-0.228483650347,0.0798175686285,-0.00280085355378,0.00203493922154,-0.00061220908118,-0.000842633510884
0.85,0.78,-0.231938565375,0.075062286047,-0.00122357284546,0.000888977708338,-0.000289993716715,-0.000399142108737
0.86,0.78,-0.235393480403,0.0703070034656,-0.000436705133784,0.000317284851892,-0.00011154842009,-0.000153533228669
0.87,0.78,-0.238848395431,0.0655517208841,-0.000127448192539,9.25965319972e-05,-3.49027210001e-05,-4.80394741598e-05
0.88,0.78,-0.242303310459,0.0607964383026,-3.04350784574e-05,2.21123788425e-05,-8.89569628566e-06,-1.22438755376e-05
0.89,0.78,-0.245758225488,0.0560411557211,-5.94938893592e-06,4.32248407759e-06,-1.84853782476e-06,-2.5442940413e-06
0.9,0.78,-0.249213140516,0.0512858731397,-9.52113795546e-07,6.91751163965e-07,-3.13375639741e-07,-4.31324564856e-07
0.91,0.78,-0.252668055544,0.0465305905582,-1.24750310318e-07,9.0636405828e-08,-4.33585874769e-08,-5.96779759004e-08
0.92,0.78,-0.256122970572,0.0417753079767,-1.33824209536e-08,9.72289795048e-09,-4.89782122284e-09,-6.74127258082e-09
0.93,0.78,-0.2595778856,0.0370200253952,-1.17535410352e-09,8.53944741674e-10,-4.51824205937e-10,-6.21882668283e-10
0.94,0.78,-0.263032800628,0.0322647428138,-8.4516958505e-11,6.14051646915e-11,-3.40469470745e-11,-4.68616024005e-11
0.95,0.78,-0.266487715656,0.0275094602323,-4.97576767191e-12,3.61510682312e-12,-2.09613078422e-12,-2.88507651434e-12
0.96,0.78,-0.269942630684,0.0227541776508,-2.39837689649e-13,1.74252281349e-13,-1.05455200384e-13,-1.45146631228e-13
0.97,0.78,-0.273397545713,0.0179988950693,-9.46489659143e-15,6.87664989685e-15,-4.33606073401e-15,-5.96807560036e-15
0.98,0.78,-0.276852460741,0.0132436124879,-3.05812630577e-16,2.22185881715e-16,-1.45733925694e-16,-2.00585540524e-16
0.99,0.78,-0.280307375769,0.00848832990638,-8.08976800456e-18,5.87756049701e-18,-4.00421407511e-18,-5.51132785867e-18
0.0,0.79,0.126673796621,-0.284848583694,-1.84614876579e-20,-5.68186166366e-20,5.1114818604e-20,-1.66082113338e-20
0.01,0.79,0.11762871165,-0.281909657432,-8.52402945881e-19,-2.62342651358e-18,2.25241666266e-18,-7.31854537822e-19
0.02,0.79,0.108583626678,-0.278970731171,-3.22228754946e-17,-9.91718134301e-17,8.10771585827e-17,-2.63435657381e-17
0.03,0.79,0.0995385417058,-0.276031804909,-9.97297540849e-16,-3.06936622314e-15,2.38338307292e-15,-7.74408104059e-16
0.04,0.79,0.0904934567339,-0.273092878648,-2.52712257107e-14,-7.7776835334e-14,5.7202591373e-14,-1.85862486126e-14
0.05,0.79,0.0814483717621,-0.270153952386,-5.24286854604e-13,-1.61358902117e-12,1.12053272481e-12,-3.64083152564e-13
0.06,0.79,0.0724032867902,-0.267215026125,-8.90538571411e-12,-2.74079590045e-11,1.79083395804e-11,-5.81877225651e-12
0.07,0.79,0.0633582018183,-0.264276099863,-1.23844750802e-10,-3.81154950708e-10,2.3340536418e-10,-7.58380000286e-11
0.08,0.79,0.0543131168465,-0.261337173602,-1.41007941542e-09,-4.33977820293e-09,2.47943540761e-09,-8.0561739947e-10
0.09,0.79,0.0452680318746,-0.25839824734,-1.31446980402e-08,-4.04552207596e-08,2.14530758169e-08,-6.97052687768e-09
0.1,0.79,0.0362229469027,-0.255459321079,-1.0032254276e-07,-3.0876103826e-07,1.5106322694e-07,-4.90834178092e-08
0.11,0.79,0.0271778619308,-0.252520394818,-6.26882615742e-07,-1.92934630621e-06,8.64772252351e-07,-2.80981537544e-07
0.12,0.79,0.018132776959,-0.249581468556,-3.20707288265e-06,-9.87035541344e-06,4.01905629561e-06,-1.30587055071e-06
0.13,0.79,0.00908769198708,-0.246642542295,-1.34322717802e-05,-4.13402817247e-05,1.51366935703e-05,-4.91820987684e-06
0.14,0.79,4.26070152018e-05,-0.243703616033,-4.60536047368e-05,-0.000141738421126,4.60810027297e-05,-1.49726254091e-05
0.15,0.79,-0.00900247795667,-0.240764689772,-0.000129230860591,-0.000397731692137,0.00011298651159,-3.67115430241e-05
0.16,0.79,-0.0180475629285,-0.23782576351,-0.000296725570322,-0.000913227402839,0.000221952098405,-7.21166083921e-05
0.17,0.79,-0.0270926479004,-0.234886837249,-0.000557444931887,-0.00171563908975,0.000346568797101,-0.000112607028278
0.18,0.79,-0.0361377328723,-0.231947910987,-0.000857176492352,-0.00263811797897,0.000424657518514,-0.000137979591919
0.19,0.79,-0.0451828178442,-0.229008984726,-0.00107972315312,-0.00332304617306,0.000398546530241,-0.000129495617541
0.2,0.79,-0.054227902816,-0.226070058464,-0.00111497329941,-0.00343153496798,0.0002707423198,-8.79695123068e-05
0.21,0.79,-0.0632729877879,-0.223131132203,-0.000944026602992,-0.00290541513468,0.000110006374828,-3.57432378928e-05
0.22,0.79,-0.0723180727603,-0.220192205941,-0.000654941742014,-0.00201570341719,-6.39632692103e-06,2.07829259894e-06
0.23,0.79,-0.0813631577503,-0.217253279669,-0.000371999080575,-0.00114489544563,-5.06147153971e-05,1.64457179258e-05
0.24,0.79,-0.0904082434416,-0.214314352922,-0.000172888992716,-0.000532097596696,-4.53585573474e-05,1.47378882456e-05
0.25,0.79,-0.0994533568172,-0.211375405324,-6.57439864614e-05,-0.000202339024137,-2.55514796459e-05,8.30217339292e-06
0.26,0.79,-0.108499557038,-0.208435542199,-2.04605483393e-05,-6.2968967446e-05,-1.05355752222e-05,3.42315917726e-06
0.27,0.79,-0.117588110934,-0.205455540332,-5.2216298477e-06,-1.60475055847e-05,-3.34164637895e-06,1.08534206166e-06
0.28,0.79,-0.128265193955,-0.200769251021,-1.17371950462e-06,-3.40822365119e-06,-8.32258144485e-07,2.6833341474e-07
0.29,0.79,-0.164456634533,-0.164463014369,-8.15845720503e-07,-1.02906354031e-06,-1.63101110576e-07,5.00787325283e-08
0.3,0.79,-0.189320568575,-0.133747914751,-3.77219305997e-06,-2.80165067103e-06,-7.90085512221e-08,8.09204901648e-08
0.31,0.79,-0.193567804288,-0.12787980712,-1.82333562456e-05,-1.32542892036e-05,-5.95020351658e-07,8.15396400618e-07
0.32,0.79,-0.197039363835,-0.123097122041,-7.26259049531e-05,-5.27664626721e-05,-3.69543267233e-06,5.08595442645e-06
0.33,0.79,-0.200494615782,-0.118341176865,-0.000236809047909,-0.000172051894502,-1.6411997414e-05,2.2589145124e-05
0.34,0.79,-0.20394953745,-0.113585878275,-0.00063180194947,-0.000459030988718,-5.5428534778e-05,7.62908309967e-05
0.35,0.79,-0.207404452604,-0.108830595307,-0.0013787860036,-0.0010017466688,-0.000146367896973,0.000201458127011
0.36,0.79,-0.210859367634,-0.104075312716,-0.00246128927623,-0.00178823133291,-0.000306635525644,0.000422047593665
0.37,0.79,-0.214314282662,-0.0993200301344,-0.00359670060242,-0.00261315594816,-0.000514362381891,0.000707959083005
0.38,0.79,-0.21776919769,-0.0945647475529,-0.0043080253105,-0.0031299635998,-0.000695469172152,0.000957231194795
0.39,0.79,-0.221224112718,-0.0898094649714,-0.00423359781068,-0.00307588885593,-0.000761463092117,0.0010480640331
0.4,0.79,-0.224679027747,-0.08505418239,-0.00341312009097,-0.00247977689928,-0.000676781261678,0.000931509492687
0.41,0.79,-0.228133942775,-0.0802988998085,-0.00225488692266,-0.00163827124516,-0.000488666379621,0.000672591570052
0.42,0.79,-0.231588857803,-0.075543617227,-0.00121925071929,-0.000885837499864,-0.000286695315139,0.000394602248442
0.43,0.79,-0.235043772831,-0.0707883346455,-0.000539247755882,-0.00039178642778,-0.000136735321628,0.000188200024579
0.44,0.79,-0.238498687859,-0.0660330520639,-0.000195090369208,-0.000141741450034,-5.30632151655e-05,7.30352499959e-05
0.45,0.79,-0.241953602886,-0.0612777694716,-5.77544503532e-05,-4.19610643587e-05,-1.67730021556e-05,2.30860569207e-05
0.46,0.79,-0.245408517794,-0.0565224858104,-1.39948475433e-05,-1.01678518018e-05,-4.32224464432e-06,5.94905942834e-06
0.47,0.79,-0.248863417338,-0.0517670962595,-2.77622667263e-06,-2.01704446983e-06,-9.08579237854e-07,1.25055293682e-06
0.48,0.79,-0.252316415036,-0.0470012339535,-4.50943386073e-07,-3.27591467172e-07,-1.55872042489e-07,2.14554533287e-07
0.49,0.79,-0.255542797427,-0.0412113324916,-6.0673520994e-08,-4.35600691681e-08,-2.18311647763e-08,3.02545560736e-08
0.5,0.79,-0.245504018029,0.0145399741188,-1.45851247125e-08,-4.74225883696e-09,-2.4969666459e-09,5.75394560379e-09
0.51,0.79,-0.232060268989,0.0656898166982,-7.45983113236e-08,-4.22690996361e-10,-2.33281808297e-10,2.16054365714e-08
0.52,0.79,-0.231765986307,0.0666372722647,-5.5668029361e-07,-3.08462118622e-11,-1.78062320412e-11,1.60092481827e-07
0.53,0.79,-0.23176278039,0.0666461113829,-3.42733012061e-06,-1.84298491376e-12,-1.11061922638e-12,9.85571219562e-07
0.54,0.79,-0.231762746148,0.066646192855,-1.72770406015e-05,-9.01535487779e-14,-5.66147446853e-14,4.96822299398e-06
0.55,0.79,-0.231762745785,0.0666461936038,-7.1299525365e-05,-3.61064655104e-15,-2.35899003017e-15,2.0503044854e-05
0.56,0.79,-0.231762745781,0.0666461936106,-0.000240844656009,-1.1839360125e-16,-8.03542504689e-17,6.92578072477e-05
0.57,0.79,-0.231762745781,0.0666461936107,-0.000665716820346,-3.17842953592e-18,-2.2378236712e-18,0.000191434960563
0.58,0.79,-0.231762745781,0.0666461936107,-0.00150519998126,-6.98610635983e-20,-5.09587569162e-20,0.000432838543726
0.59,0.79,-0.231762745781,0.0666461936107,-0.00278372257654,-1.22096867408e-21,-9.38113728019e-22,0.000800493250841
0.6,0.79,-0.231762745781,0.0666461936107,-0.00421359464112,2.32069244547e-21,6.23968452638e-22,0.00121167033685
0.61,0.79,-0.231762745781,0.0666461936107,-0.00522649791753,1.23648302007e-19,3.06100900659e-20,0.00150294298138
0.62,0.79,-0.231762745781,0.0666461936107,-0.00531838080065,5.35117009904e-18,1.18901505272e-18,0.00152936502086
0.63,0.79,-0.231762745781,0.0666461936107,-0.00444023004762,1.89604951563e-16,3.73210234824e-17,0.00127684210175
0.64,0.79,-0.231762745781,0.066646193611,-0.00303853220167,5.50036736779e-15,9.43171058459e-16,0.000873766854644
0.65,0.79,-0.231762745773,0.0666461936233,-0.00170215086534,1.30639594141e-13,1.90881020528e-14,0.000489474163492
0.66,0.79,-0.231762745445,0.0666461941217,-0.00077997762864,2.54038214572e-12,3.06754140015e-13,0.000224292043745
0.67,0.79,-0.231762732305,0.0666462141973,-0.000292347590684,4.04449576131e-11,3.85803124955e-12,8.40680912081e-05
0.68,0.79,-0.231762207562,0.0666470210173,-8.96591447612e-05,5.27194438753e-10,3.69184592052e-11,2.57824186432e-05
0.69,0.79,-0.231741341721,0.0666793345521,-2.25136798011e-05,5.62624127368e-09,2.5130539488e-10,6.4722012341e-06
0.7,0.79,-0.230929810787,0.0679464204353,-4.69251722935e-06,4.915943998e-08,9.49030407642e-10,1.33123949708e-06
0.71,0.79,-0.212880873205,0.0963984327193,-1.26211841527e-06,3.516707054e-07,-2.12984305265e-09,2.20816380146e-07
0.72,0.79,-0.192966535263,0.128445734756,-2.94211136864e-06,2.05970168515e-06,-6.47114259598e-08,-5.82481035372e-08
0.73,0.79,-0.195261123651,0.125538230342,-1.3605946557e-05,9.87651742053e-06,-5.60782440784e-07,-7.68375180766e-07
0.74,0.79,-0.198690342179,0.120824392864,-5.33652966866e-05,3.87713467659e-05,-3.18471244487e-06,-4.38305972154e-06
0.75,0.79,-0.202144709464,0.116070007219,-0.000171477665463,0.00012458575527,-1.33932657778e-05,-1.84342246137e-05
0.76,0.79,-0.205599612949,0.11131474389,-0.000450940356657,0.000327627342911,-4.35298438045e-05,-5.9913688512e-05
0.77,0.79,-0.209054527737,0.106559461718,-0.000970272297536,0.000704944087713,-0.000111540059406,-0.000153521721099
0.78,0.79,-0.21250944276,0.101804179145,-0.00170826182684,0.00124112486616,-0.000227854274008,-0.000313614503244
0.79,0.79,-0.215964357788,0.097048896564,-0.00246227184186,0.00178894520862,-0.00037379726228,-0.000514487793724
0.8,0.79,-0.219419272816,0.0922936139825,-0.00290814618027,0.00211289187762,-0.000495071527022,-0.000681407499133
0.81,0.79,-0.222874187844,0.0875383314011,-0.00281620444646,0.00204609229791,-0.000531311707181,-0.000731287827899
0.82,0.79,-0.226329102872,0.0827830488196,-0.00223574371096,0.00162436288774,-0.000462996920261,-0.000637260590281
0.83,0.79,-0.2297840179,0.0780277662381,-0.001453964279,0.00105636688289,-0.000327890408531,-0.000451302430197
0.84,0.79,-0.233238932928,0.0732724836566,-0.000773939012151,0.00056229960641,-0.000188795437693,-0.000259854627108
0.85,0.79,-0.236693847957,0.0685172010752,-0.000337068370875,0.000244894506286,-8.84356810016e-05,-0.000121721272455
0.86,0.79,-0.240148762985,0.0637619184937,-0.000120120019711,8.72723027852e-05,-3.37289090534e-05,-4.64238606183e-05
0.87,0.79,-0.243603678013,0.0590066359122,-3.50349285409e-05,2.54543655506e-05,-1.0483137867e-05,-1.44288014299e-05
0.88,0.79,-0.247058593041,0.0542513533307,-8.36489695174e-06,6.07745337782e-06,-2.65707463135e-06,-3.65714948393e-06
0.89,0.79,-0.250513508069,0.0494960707493,-1.63507618112e-06,1.18795238211e-06,-5.49503392706e-07,-7.56326534958e-07
0.9,0.79,-0.253968423097,0.0447407881678,-2.61667808257e-07,1.90112790909e-07,-9.27607818143e-08,-1.27674263018e-07
0.91,0.79,-0.257423338125,0.0399855055863,-3.42848599305e-08,2.49094088062e-08,-1.27856632187e-08,-1.75979556954e-08
0.92,0.79,-0.260878253153,0.0352302230048,-3.6778612259e-09,2.67212259272e-09,-1.43933350452e-09,-1.98107261315e-09
0.93,0.79,-0.264333168182,0.0304749404234,-3.23019967546e-10,2.34687743817e-10,-1.3236611996e-10,-1.82186334396e-10
0.94,0.79,-0.26778808321,0.0257196578419,-2.3227608645e-11,1.68758455044e-11,-9.94613427013e-12,-1.3689679388e-11
0.95,0.79,-0.271242998238,0.0209643752604,-1.36747921622e-12,9.93531806746e-13,-6.10756317835e-13,-8.40633953682e-13
0.96,0.79,-0.274697913266,0.0162090926789,-6.5914061404e-14,4.78893688036e-14,-3.06536992497e-14,-4.21911974428e-14
0.97,0.79,-0.278152828294,0.0114538100975,-2.60121658119e-15,1.88989447079e-15,-1.25764074715e-15,-1.73099398682e-15
0.98,0.79,-0.281607743322,0.00669852751598,-8.40458083941e-17,6.10628540989e-17,-4.21832606062e-17,-5.80602772449e-17
0.99,0.79,-0.28506265835,0.00194324493451,-2.22329303529e-18,1.61531694235e-18,-1.15685535368e-18,-1.5922747934e-18
0.0,0.8,0.129612722883,-0.285803498722,-4.15401861309e-21,-1.27847546986e-20,1.16718067233e-20,-3.79239989501e-21
0.01,0.8,0.120567637911,-0.28286457246,-1.91799153386e-19,-5.90297096821e-19,5.14686812791e-19,-1.67231882867e-19
0.02,0.8,0.111522552939,-0.279925646199,-7.25046794993e-18,-2.23146458463e-17,1.85406968808e-17,-6.02423759846e-18
0.03,0.8,0.102477467967,-0.276986719937,-2.24401880511e-16,-6.90637973361e-16,5.45493437974e-16,-1.77241562164e-16
0.04,0.8,0.0934323829954,-0.274047793676,-5.68627750499e-15,-1.75005626649e-14,1.31044936745e-14,-4.25790810402e-15
0.05,0.8,0.0843872980235,-0.271108867414,-1.17969764571e-13,-3.63073602304e-13,2.56972005781e-13,-8.34952660588e-14
0.06,0.8,0.0753422130517,-0.268169941153,-2.00380048999e-12,-6.16706377984e-12,4.11178230315e-12,-1.33599905692e-12
0.07,0.8,0.0662971280798,-0.265231014891,-2.78663025342e-11,-8.57636605515e-11,5.36620473395e-11,-1.74358561208e-11
0.08,0.8,0.0572520431079,-0.26229208863,-3.1728191631e-10,-9.76493330471e-10,5.70917579029e-10,-1.85502366352e-10
0.09,0.8,0.048206958136,-0.259353162369,-2.95768819927e-09,-9.10282827898e-09,4.9485271326e-09,-1.60787393273e-09
0.1,0.8,0.0391618731642,-0.256414236107,-2.25735835996e-08,-6.94743466196e-08,3.49170737427e-08,-1.13452449938e-08
0.11,0.8,0.0301167881923,-0.253475309846,-1.41055308803e-07,-4.34123601734e-07,2.00371341937e-07,-6.51045955559e-08
0.12,0.8,0.0210717032204,-0.250536383584,-7.21635802922e-07,-2.22096663049e-06,9.33956201765e-07,-3.03460765372e-07
0.13,0.8,0.0120266182485,-0.247597457323,-3.02261352376e-06,-9.30264788132e-06,3.53018844428e-06,-1.14702775696e-06
0.14,0.8,0.00298153327666,-0.244658531061,-1.03650896615e-05,-3.19004658126e-05,1.07965955558e-05,-3.50802654836e-06
0.15,0.8,-0.00606355169521,-0.2417196048,-2.90984755315e-05,-8.95558991001e-05,2.66348690961e-05,-8.65419357592e-06
0.16,0.8,-0.0151086366671,-0.238780678538,-6.68730356994e-05,-0.000205814041053,5.27655270807e-05,-1.71445590306e-05
0.17,0.8,-0.024153721639,-0.235841752277,-0.000125808221461,-0.000387197892032,8.33788021367e-05,-2.70914150625e-05
0.18,0.8,-0.0331988066108,-0.232902826015,-0.000193767429235,-0.000596354826998,0.000103946559019,-3.37742843809e-05
0.19,0.8,-0.0422438915827,-0.229963899754,-0.000244368935716,-0.000752090250451,0.000100229132383,-3.25664192474e-05
0.2,0.8,-0.0512889765546,-0.227024973492,-0.000252395122332,-0.000776792312865,7.16448338352e-05,-2.32788176464e-05
0.21,0.8,-0.0603340615266,-0.224086047231,-0.000213500457318,-0.000657086842664,3.36401298075e-05,-1.09303407585e-05
